0,7,S
4,1,S
3,7,O
4,5,S
5,7,O
6,4,S
4,0,S
7,3,S
7,2,O
7,1,S
2,4,S
4,6,S
3,5,O
2,5,S
1,6,O
5,5,O
6,5,S
2,0,S
3,0,O
5,1,S
6,1,O
6,2,O
5,3,S
5,2,O
6,3,S
5,4,O
4,3,S
3,4,O
2,3,S
3,2,O
2,1,S
2,2,O
3,1,O
3,3,O
4,2,S
4,4,S
2,6,S
0,6,S
1,5,O
0,4,S
0,5,S
1,4,O
0,3,S
1,2,O
0,1,S
0,2,O
1,1,O
1,3,O
2,7,S
1,7,O
3,6,O
4,7,S
5,6,O
6,6,S
6,7,S
7,4,S
0,0,O
7,5,S
5,0,O
6,0,S
7,7,S
7,6,O
7,0,O
1,0,S
